1 0 95 45.5044 0.478994
1 0 1 0.259367 0.259367
0.99808 1 138 50.0492 0.362676
0.99916 3 90 19.5096 0.216773
1 0 266 73.8134 0.277494
1 0 86 9.08888 0.105685
1 0 50 24.3648 0.487295
1 0 1 0.560524 0.560524
1 0 1 0.490645 0.490645
1 0 1 0.588455 0.588455
1 0 1 0.553387 0.553387
0.999568 3 48 25.2344 0.525717
1 0 1 0.45418 0.45418
1 0 213 71.0581 0.333606
1 0 49 28.2413 0.576352
1 0 19 6.68944 0.352076
1 0 1 0.642649 0.642649
1 0 146 57.3744 0.392975
1 0 10 5.59907 0.559907
1 0 42 20.2622 0.482434
1 0 103 62.4762 0.606565
1 0 1 0.240778 0.240778
1 0 82 42.0442 0.512734
0.99916 3 129 37.9112 0.293885
1 0 10 7.69378 0.769378
0.999776 2 343 87.6117 0.255428
1 0 113 55.3801 0.49009
1 0 1 0.449652 0.449652
1 0 1 0.652114 0.652114
1 0 1 0.991252 0.991252
1 0 1 0.434966 0.434966
1 0 11 7.59922 0.690838
1 0 32 14.0998 0.44062
1 0 85 47.8173 0.562556
1 0 125 66.4144 0.531315
1 0 3 0.554293 0.184764
1 0 1 0.510083 0.510083
1 0 46 30.9245 0.672272
1 0 105 53.2629 0.507265
1 0 50 30.7372 0.614744
