1 0 765 1035.08 1.35304
0.9908 7 1000 415.897 0.415897
0.887896 2 1000 1021.94 1.02194
1 0 11 13.0091 1.18264
1 0 929 1035.59 1.11474
0.9908 7 1000 403.386 0.403386
0.999568 3 1000 1034.4 1.0344
1 0 1 0.889658 0.889658
1 0 973 1035.25 1.06398
0.9908 7 1000 446.997 0.446997
0.99916 3 1000 1031.81 1.03181
1 0 3 3.25626 1.08542
0.964552 3 1000 957.022 0.957022
1 0 63 77.7632 1.23434
1 0 783 1035.78 1.32284
0.9908 7 1000 377.625 0.377625
1 0 997 1035.81 1.03893
1 0 848 1035.04 1.22057
1 0 923 1035.7 1.12211
1 0 890 1035.67 1.16367
1 0 666 1097.17 1.64741
1 0 1 0.242647 0.242647
1 0 900 1097.36 1.21928
1 0 1 0.319965 0.319965
1 0 731 1095.74 1.49896
1 0 1 0.811309 0.811309
1 0 941 1096.07 1.16479
1 0 1 0.817786 0.817786
0.999568 3 1000 1094.91 1.09491
1 0 1 1.18762 1.18762
0.865688 4 1000 1094.26 1.09426
1 0 1 1.3016 1.3016
0.952 4 1000 1014.46 1.01446
1 0 53 82.2716 1.55229
1 0 725 1095.72 1.51134
1 0 1 0.817168 0.817168
1 0 945 1095.95 1.15974
1 0 735 1095.97 1.49112
1 0 834 1097.29 1.3157
1 0 755 1095.61 1.45114
