1 0 856 1084.57 1.26703
0.9908 7 1000 569.87 0.56987
1 0 977 1085.25 1.1108
0.9908 7 1000 576.78 0.57678
1 0 973 1085.37 1.11548
0.9908 7 1000 540.456 0.540456
0.999568 3 1000 1083.91 1.08391
1 0 1 0.990989 0.990989
1 0 949 1085.18 1.1435
0.9908 7 1000 567.792 0.567792
0.887896 2 1000 1056.4 1.0564
1 0 25 28.4141 1.13656
0.952 4 1000 1013.05 1.01305
1 0 59 71.431 1.21069
1 0 867 1085.42 1.25192
0.9908 7 1000 523.154 0.523154
1 0 943 1084.93 1.1505
1 0 905 1085.4 1.19934
1 0 894 1084.99 1.21364
1 0 937 1085.21 1.15817
1 0 696 1104.68 1.58719
1 0 1 0.73482 0.73482
1 0 852 1104.54 1.29641
1 0 1 1.01973 1.01973
1 0 776 1105.9 1.42513
0.98936 2 1000 211.176 0.211176
0.865688 4 1000 1103.4 1.1034
1 0 2 2.08717 1.04358
1 0 953 1104.66 1.15914
1 0 1 0.996652 0.996652
1 0 966 1104.54 1.14341
1 0 1 0.93844 0.93844
0.982792 3 1000 1087.76 1.08776
1 0 11 16.1785 1.47077
1 0 799 1104.48 1.38233
1 0 1 0.814228 0.814228
1 0 880 1104.14 1.2547
1 0 800 1106.03 1.38254
1 0 837 1104.46 1.31954
1 0 795 1104.67 1.38952
