0.952 4 1000 516.54 0.51654
1 0 1 0.196528 0.196528
0.981232 1 1000 437.929 0.437929
0.99916 3 1000 214.339 0.214339
0.977632 2 1000 467.476 0.467476
0.990864 4 1000 173.057 0.173057
0.99864 1 1000 438.951 0.438951
1 0 1 0.504859 0.504859
1 0 1 0.631715 0.631715
1 0 1 0.632061 0.632061
1 0 1 0.573252 0.573252
0.999568 3 1000 461.591 0.461591
1 0 1 0.52179 0.52179
0.924832 2 1000 505.707 0.505707
0.984512 2 1000 523.494 0.523494
0.998272 2 1000 140.469 0.140469
1 0 1 0.597525 0.597525
0.982136 1 1000 505.884 0.505884
0.98992 2 1000 453.832 0.453832
0.99684 3 1000 467.007 0.467007
0.952 4 1000 632.241 0.632241
1 0 1 0.251726 0.251726
0.981232 1 1000 515.175 0.515175
0.99916 3 1000 325.274 0.325274
0.982048 1 1000 603.643 0.603643
0.99096 2 1000 237.279 0.237279
0.99776 1 1000 494.629 0.494629
1 0 1 0.638169 0.638169
1 0 1 0.610764 0.610764
1 0 1 0.745371 0.745371
1 0 1 0.498589 0.498589
0.999856 1 1000 544.787 0.544787
0.996904 2 1000 432.474 0.432474
0.94432 3 1000 386.2 0.3862
0.973248 6 1000 609.568 0.609568
0.995392 1 1000 225.157 0.225157
1 0 1 0.587119 0.587119
0.988856 3 1000 609.439 0.609439
0.99184 1 1000 546.564 0.546564
0.9952 2 1000 577.462 0.577462
