1 0 986 5051.31 5.12304
1 0 1 2.514 2.514
0.99808 1 1000 4193.63 4.19363
1 0 960 2080.59 2.16728
1 0 975 4594.32 4.71212
1 0 996 1749.56 1.75658
1 0 978 4228.51 4.32363
1 0 1 5.477 5.477
1 0 1 5.77924 5.77924
1 0 1 7.49701 7.49701
1 0 1 5.6299 5.6299
1 0 968 4393.59 4.53883
1 0 1 5.43437 5.43437
0.979296 2 1000 4716.3 4.7163
1 0 954 4982.82 5.22308
1 0 959 1329.25 1.38607
1 0 1 3.74316 3.74316
0.99608 1 1000 4917.24 4.91724
1 0 547 2334.01 4.26692
1 0 965 4675.8 4.84539
1 0 985 4963.11 5.03869
1 0 1 3.47976 3.47976
1 0 959 3974.35 4.14427
1 0 963 2847.96 2.95739
1 0 947 4607.09 4.86493
0.990016 1 1000 2096.63 2.09663
1 0 958 3619.63 3.77832
1 0 1 4.87283 4.87283
1 0 1 5.64156 5.64156
1 0 1 8.16903 8.16903
1 0 1 5.6719 5.6719
1 0 96 383.266 3.99236
1 0 946 2807.63 2.96789
1 0 987 3810.35 3.86053
1 0 956 4644.79 4.85857
1 0 970 1994.57 2.05626
1 0 1 4.86367 4.86367
1 0 970 4806.7 4.95536
1 0 274 1287.02 4.69714
1 0 161 748.442 4.64871
