1 0 717 189.834
1 0 439 91.7472
1 0 654 189.978
1 0 541 91.6684
1 0 793 189.933
1 0 475 91.6703
1 0 740 190.04
1 0 462 91.589
0.985 1 1000 255.812
1 0 131 25.6614
1 0 798 189.885
1 0 441 91.7464
1 0 691 189.837
1 0 451 91.7679
1 0 759 190.05
1 0 456 91.5754
1 0 701 189.937
1 0 655 189.868
1 0 727 189.956
1 0 691 190.007
1 0 46 13.0534
1 0 1 0.198439
1 0 44 13.0829
1 0 1 0.183557
1 0 50 12.998
1 0 1 0.172683
1 0 46 13.051
1 0 1 0.185006
1 0 34 13.1716
1 0 1 0.112249
1 0 54 13.1399
1 0 1 0.152965
1 0 48 13.0835
1 0 1 0.193782
1 0 47 13.1778
1 0 1 0.12407
1 0 45 12.983
1 0 43 13.0262
1 0 47 13.0344
1 0 43 13.2034
