1 0 20 1.60579 0.0802896
1 0 25 0.820759 0.0328304
1 0 1 0.144624 0.144624
1 0 1 0.108723 0.108723
1 0 1 0.131423 0.131423
1 0 1 0.109305 0.109305
1 0 1 0.124875 0.124875
1 0 72 2.83897 0.0394302
1 0 13 1.32984 0.102295
1 0 2 0.135693 0.0678464
1 0 33 1.97072 0.0597188
1 0 1 0.0358794 0.0358794
1 0 1 0.138739 0.138739
1 0 16 1.33639 0.0835242
1 0 1 0.135232 0.135232
1 0 4 0.442138 0.110535
1 0 12 1.23027 0.102523
1 0 1 0.152692 0.152692
1 0 12 1.18128 0.0984403
1 0 1 0.161825 0.161825
1 0 1 0.185077 0.185077
1 0 5 0.524169 0.104834
1 0 1 0.133913 0.133913
1 0 1 0.11587 0.11587
1 0 1 0.128371 0.128371
1 0 1 0.112787 0.112787
1 0 1 0.171611 0.171611
1 0 112 3.23284 0.0288646
1 0 23 1.56351 0.0679788
1 0 1 0.0337664 0.0337664
1 0 8 0.766506 0.0958132
1 0 1 0.0670032 0.0670032
1 0 1 0.169862 0.169862
1 0 1 0.128671 0.128671
1 0 1 0.191792 0.191792
1 0 1 0.115447 0.115447
1 0 14 1.24651 0.0890362
1 0 1 0.150468 0.150468
1 0 10 0.977523 0.0977523
1 0 1 0.168419 0.168419
