1 0 557 141.118 0.253353
1 0 1 0.174625 0.174625
1 0 554 141.161 0.254803
1 0 1 0.142994 0.142994
1 0 622 141.055 0.226777
1 0 1 0.161376 0.161376
1 0 668 141.149 0.211301
1 0 1 0.172111 0.172111
1 0 522 141.121 0.270347
1 0 1 0.159787 0.159787
1 0 635 141.382 0.222648
1 0 1 0.0750109 0.0750109
1 0 588 141.049 0.239879
1 0 1 0.186219 0.186219
1 0 585 141.351 0.241626
1 0 1 0.0718228 0.0718228
1 0 557 141.142 0.253396
1 0 534 141.143 0.264314
1 0 525 141.115 0.268791
1 0 502 141.155 0.281185
1 0 133 36.3328 0.273179
1 0 155 32.0769 0.206948
1 0 135 36.4228 0.269799
1 0 199 32.1628 0.161622
1 0 143 36.2693 0.253631
1 0 1 0.170365 0.170365
1 0 333 68.6472 0.206148
1 0 415 24.7003 0.0595187
1 0 113 36.3322 0.321524
1 0 555 56.8864 0.102498
1 0 150 36.3246 0.242164
1 0 198 32.214 0.162697
1 0 150 36.3502 0.242335
1 0 167 32.2321 0.193007
1 0 137 36.4807 0.266283
1 0 164 32.0379 0.195353
1 0 127 36.2772 0.285647
1 0 125 36.4327 0.291462
1 0 121 36.3511 0.300422
1 0 116 36.3299 0.313189
