0.915235 6 1000 2330.14
0.995212 4 1000 1417.97
0.978272 6 1000 2031.6
0.995628 6 1000 1563.97
0.907361 4 1000 2204.99
0.948744 5 1000 1575.25
0.98834 4 1000 2122.57
0.995571 5 1000 1554.68
0.995212 4 1000 2107.08
0.999586 5 1000 1672.03
0.999238 2 1000 1983.99
0.999639 3 1000 1547.95
0.987983 6 1000 2181.88
0.893949 5 1000 1623.25
0.999754 2 1000 1981.61
0.978329 3 1000 1512.51
0.992945 6 1000 1935.97
0.999297 4 1000 2167.39
0.99885 4 1000 2103.28
0.988855 6 1000 1833.64
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
