0.9548 3 1000 5101.33 5.10133
0.96048 1 1000 1305.44 1.30544
0.9028 1 1000 4895.31 4.89531
0.946 1 1000 1545.22 1.54522
1 0 763 4939.31 6.47353
0.9636 2 1000 1483.93 1.48393
1 0 727 3669.24 5.04709
0.965664 3 1000 2514.03 2.51403
0.895088 3 1000 4913.29 4.91329
1 0 936 5115.58 5.46536
0.9868 3 1000 4714.06 4.71406
0.957664 1 1000 5082.49 5.08249
1 0 1 3.99849 3.99849
0.9088 1 1000 5216.38 5.21638
0.8432 2 1000 5290.94 5.29094
1 0 73 366.684 5.02306
1 0 1 5.26889 5.26889
0.9264 3 1000 5260.99 5.26099
0.948544 2 1000 5207.13 5.20713
0.875904 7 1000 5051.52 5.05152
0.947456 3 1000 4851.59 4.85159
1 0 4 4.18244 1.04561
0.9028 1 1000 4701.35 4.70135
0.946944 4 1000 813.736 0.813736
1 0 60 529.073 8.81789
0.9556 3 1000 4262.22 4.26222
1 0 1 6.67385 6.67385
0.8168 3 1000 4376.37 4.37637
1 0 46 276.533 6.01159
1 0 589 3325.45 5.64592
0.974976 3 1000 3094.28 3.09428
1 0 158 989.448 6.26233
1 0 1 3.9776 3.9776
0.9648 2 1000 4802.8 4.8028
0.9164 2 1000 4869.64 4.86964
1 0 1 5.59294 5.59294
1 0 880 4448.1 5.05466
0.94 1 1000 4682.83 4.68283
0.947216 3 1000 4578.07 4.57807
1 0 151 881.666 5.83885
