0.9352 2 1000 735.118 0.735118
0.9814 3 1000 483.679 0.483679
0.97776 3 1000 692.209 0.692209
0.9814 3 1000 518.281 0.518281
0.9422 2 1000 774.047 0.774047
0.9814 3 1000 451.431 0.451431
0.868 2 1000 697.89 0.69789
0.9814 3 1000 507.389 0.507389
0.977264 2 1000 667.149 0.667149
0.9814 3 1000 529.99 0.52999
0.99712 1 1000 665.099 0.665099
0.9814 3 1000 493.41 0.49341
0.9872 2 1000 730.227 0.730227
0.9814 3 1000 486.971 0.486971
0.9848 4 1000 701.289 0.701289
0.9814 3 1000 497.059 0.497059
0.97776 3 1000 671.717 0.671717
0.9872 2 1000 713.48 0.71348
0.9872 2 1000 725.493 0.725493
0.97776 3 1000 668.961 0.668961
1 0 898 824.352 0.917986
0.9808 5 1000 453.805 0.453805
0.8952 3 1000 818.369 0.818369
0.9808 5 1000 477.787 0.477787
1 0 794 824.303 1.03817
0.9808 5 1000 461.23 0.46123
0.8952 3 1000 818.284 0.818284
1 0 8 5.82355 0.727944
0.994512 2 1000 779.039 0.779039
0.9808 5 1000 514.145 0.514145
0.99712 1 1000 747.145 0.747145
1 0 97 76.8295 0.792057
0.97776 3 1000 806.22 0.80622
0.9808 5 1000 490.668 0.490668
0.885984 4 1000 824 0.824
0.9808 5 1000 452.852 0.452852
0.8952 3 1000 814.569 0.814569
1 0 953 824.45 0.86511
0.9808 5 1000 873.755 0.873755
0.97776 3 1000 795.475 0.795475
