0.996 2 196 93.3338 0.476193
1 0 207 19.2513 0.0930016
1 0 252 96.0983 0.381342
1 0 60 7.8337 0.130562
1 0 91 57.8652 0.635881
0.9958 2 108 34.8144 0.322355
1 0 59 32.1673 0.545208
1 0 49 23.77 0.485102
0.99624 1 377 109.096 0.289378
1 0 68 41.037 0.603485
0.9968 1 205 84.048 0.40999
1 0 41 23.4737 0.57253
1 0 1 0.584648 0.584648
1 0 224 97.253 0.434165
1 0 159 77.0757 0.484753
1 0 23 13.2621 0.576612
1 0 1 0.756359 0.756359
1 0 203 95.2057 0.468993
0.997888 1 125 68.1199 0.544959
1 0 59 33.6629 0.570557
0.9832 3 1000 211.715 0.211715
1 0 131 8.36177 0.0638303
0.994176 1 454 148.566 0.327239
1 0 58 8.37684 0.144428
1 0 50 48.7504 0.975007
0.996 1 243 80.0326 0.329352
1 0 1 0.844226 0.844226
1 0 76 52.6224 0.692401
0.944352 1 126 75.549 0.599595
1 0 81 61.1639 0.75511
0.996192 2 461 144.695 0.313872
1 0 89 65.9853 0.741408
1 0 1 0.747105 0.747105
1 0 744 190.475 0.256014
1 0 78 57.8644 0.741851
1 0 1 0.743353 0.743353
1 0 59 44.1465 0.748246
1 0 114 77.8331 0.682746
1 0 134 85.9126 0.641139
1 0 140 82.3675 0.588339
