1 0 1 1.78713
1 0 1 0.916734
1 0 1 1.60103
1 0 1 1.15182
1 0 1 1.66067
1 0 1 1.03047
1 0 2 2.78718
1 0 1 0.282755
1 0 1 1.64314
1 0 1 1.02562
1 0 1 1.59521
1 0 1 1.07716
1 0 1 1.28287
1 0 1 1.27454
1 0 1 1.56614
1 0 1 0.95863
1 0 1 1.56405
1 0 1 1.66741
1 0 1 1.60987
1 0 1 1.59245
1 0 1 1.56221
1 0 1 1.09107
1 0 1 1.33312
1 0 1 1.31999
1 0 1 1.67192
1 0 1 0.982241
1 0 2 2.68238
1 0 1 0.266888
1 0 1 1.63254
1 0 1 0.936019
1 0 1 1.57407
1 0 1 0.888086
1 0 1 1.19284
1 0 1 0.999063
1 0 1 1.57604
1 0 1 1.01424
1 0 1 1.32969
1 0 1 1.63028
1 0 1 1.25867
1 0 1 1.64765
