1 0 1 0.138104
1 0 1 0.0934958
1 0 1 0.123928
1 0 1 0.0661908
1 0 1 0.162097
1 0 1 0.076586
1 0 6 0.408461
1 0 1 0.0398174
1 0 1 0.0909465
1 0 1 0.138366
1 0 1 0.131562
1 0 1 0.086926
1 0 1 0.164278
1 0 1 0.0859591
1 0 1 0.149365
1 0 1 0.0895623
1 0 1 0.159587
1 0 1 0.121301
1 0 1 0.142433
1 0 1 0.168516
1 0 1 0.173398
1 0 1 0.106846
1 0 1 0.165995
1 0 1 0.109401
1 0 1 0.152892
1 0 1 0.0935641
1 0 1 0.118171
1 0 1 0.116251
1 0 1 0.201112
1 0 1 0.0881675
1 0 1 0.154597
1 0 1 0.110755
1 0 1 0.190754
1 0 1 0.0630955
1 0 1 0.192625
1 0 1 0.0864527
1 0 1 0.1398
1 0 1 0.134106
1 0 1 0.180724
1 0 1 0.183315
