1 0 1 0.145506 0.145506
1 0 1 0.107681 0.107681
1 0 1 0.116456 0.116456
1 0 1 0.0975116 0.0975116
1 0 1 0.0922372 0.0922372
1 0 1 0.0866079 0.0866079
1 0 1 0.152597 0.152597
1 0 1 0.0955617 0.0955617
1 0 1 0.177095 0.177095
1 0 1 0.0607686 0.0607686
1 0 1 0.111093 0.111093
1 0 1 0.0484085 0.0484085
1 0 1 0.157411 0.157411
1 0 1 0.0836157 0.0836157
1 0 1 0.127517 0.127517
1 0 1 0.0988318 0.0988318
1 0 1 0.130694 0.130694
1 0 1 0.0881033 0.0881033
1 0 1 0.170236 0.170236
1 0 1 0.109497 0.109497
1 0 1 0.153706 0.153706
1 0 1 0.103598 0.103598
1 0 1 0.142956 0.142956
1 0 1 0.145755 0.145755
1 0 1 0.116977 0.116977
1 0 1 0.127685 0.127685
1 0 2 0.291082 0.145541
1 0 1 0.0357424 0.0357424
1 0 1 0.116937 0.116937
1 0 1 0.133126 0.133126
1 0 1 0.19144 0.19144
1 0 1 0.104314 0.104314
1 0 1 0.115297 0.115297
1 0 1 0.152942 0.152942
1 0 1 0.176923 0.176923
1 0 1 0.0945083 0.0945083
1 0 1 0.155013 0.155013
1 0 1 0.190007 0.190007
1 0 1 0.115899 0.115899
1 0 1 0.181445 0.181445
